NAME.FIB	category	SIZE_FIB	NES_FIB	NOM.p.val	FDR.q.val	NAME.ESC	SIZE_ESC	NES_ESC	NOM.p.val.1	FDR.q.val.1	fib_add_esc	fib_minus_esc
AMIT_SERUM_RESPONSE_480_MCF10A	c2.CGP_ chemical and genetic perturbations	28	0.75459474	0.8549849	0.9671671	AMIT_SERUM_RESPONSE_480_MCF10A	29	0.4914305	0.99278843	1	1.24602524	0.26316424
GO_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	c5.BP_ GO biological process	96	0.75452363	0.9203085	0.9671494	GO_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	98	1.028296	0.4475891	0.8784785	1.78281963	-0.27377237
GSE17721_POLYIC_VS_GARDIQUIMOD_0.5H_BMDC_DN	C7_ immunologic signatures	177	0.75400966	0.96117646	0.9676169	GSE17721_POLYIC_VS_GARDIQUIMOD_0.5H_BMDC_DN	181	0.68423855	0.9787234	1	1.43824821	0.06977111
GO_INNER_EAR_RECEPTOR_STEREOCILIUM_ORGANIZATION	c5.BP_ GO biological process	18	0.75397336	0.81311476	0.9675599	GO_INNER_EAR_RECEPTOR_STEREOCILIUM_ORGANIZATION	19	0.8121244	0.7425	1	1.56609776	-0.05815104
WANG_CLIM2_TARGETS_DN	c2.CGP_ chemical and genetic perturbations	160	0.7538213	0.9537713	0.9676265	WANG_CLIM2_TARGETS_DN	161	-0.8521424	0.8	0.86402637	-0.0983211	1.6059637
BARRIER_CANCER_RELAPSE_TUMOR_SAMPLE_UP	c2.CGP_ chemical and genetic perturbations	15	0.7537836	0.821192	0.9675727	BARRIER_CANCER_RELAPSE_TUMOR_SAMPLE_UP	15	-1.5298858	0.03984064	0.1253856	-0.7761022	2.2836694
REACTOME_ERK_MAPK_TARGETS	c2.CP_REACTOME_ Reactome gene sets	20	0.75355744	0.8181818	0.96773654	REACTOME_ERK_MAPK_TARGETS	20	-1.5763525	0.015075377	0.10186043	-0.82279506	2.32990994
GO_KINASE_ACTIVATOR_ACTIVITY	c5.GO molecular function	55	0.7533737	0.8706537	0.9678396	GO_KINASE_ACTIVATOR_ACTIVITY	55	0.7354667	0.8880266	1	1.4888404	0.017907
GO_NECROTIC_CELL_DEATH	c5.BP_ GO biological process	26	0.75331557	0.8404908	0.9678062	GO_NECROTIC_CELL_DEATH	25	1.1268903	0.31272727	0.7114795	1.88020587	-0.37357473
GSE18281_CORTEX_VS_MEDULLA_THYMUS_DN	C7_ immunologic signatures	155	0.7532953	0.9465371	0.96773213	GSE18281_CORTEX_VS_MEDULLA_THYMUS_DN	157	1.6592699	0	0.10481636	2.4125652	-0.9059746
GO_REGULATION_OF_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY	c5.BP_ GO biological process	43	0.7532651	0.8590705	0.9676694	GO_REGULATION_OF_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY	42	1.3346508	0.08229989	0.3979246	2.0879159	-0.5813857
GSE15930_STIM_VS_STIM_AND_IL12_48H_CD8_T_CELL_UP	C7_ immunologic signatures	179	0.75307155	0.9589202	0.9677916	GSE15930_STIM_VS_STIM_AND_IL12_48H_CD8_T_CELL_UP	184	1.0704801	0.32326284	0.80422455	1.82355165	-0.31740855
GO_LYTIC_VACUOLE_MEMBRANE	c5.CC_ GO cellular component	236	0.753048	0.97303635	0.96772224	GO_LYTIC_VACUOLE_MEMBRANE	240	1.3552982	0.003024194	0.38180554	2.1083462	-0.6022502
GO_VACUOLE_FUSION	c5.BP_ GO biological process	21	0.7525287	0.8428571	0.968196	GO_VACUOLE_FUSION	21	1.2062246	0.24317618	0.58214545	1.9587533	-0.4536959
TOMLINS_PROSTATE_CANCER_UP	c2.CGP_ chemical and genetic perturbations	36	0.7525266	0.85672516	0.9681024	TOMLINS_PROSTATE_CANCER_UP	36	-0.86632633	0.7315436	0.8559458	-0.11379973	1.61885293
GSE13485_CTRL_VS_DAY1_YF17D_VACCINE_PBMC_UP	C7_ immunologic signatures	155	0.75236195	0.9533742	0.9681848	GSE13485_CTRL_VS_DAY1_YF17D_VACCINE_PBMC_UP	156	-1.7222481	0	0.050023835	-0.96988615	2.47461005
GO_DENDRITIC_SPINE_ORGANIZATION	c5.BP_ GO biological process	17	0.75232047	0.81072557	0.96813494	GO_DENDRITIC_SPINE_ORGANIZATION	17	-0.87929624	0.61603373	0.8459738	-0.12697577	1.63161671
GSE2770_TGFB_AND_IL4_ACT_VS_ACT_CD4_TCELL_6H_DN	C7_ immunologic signatures	162	0.75231004	0.95980513	0.96805036	GSE2770_TGFB_AND_IL4_ACT_VS_ACT_CD4_TCELL_6H_DN	163	0.5974259	0.9969574	1	1.34973594	0.15488414
GSE5463_CTRL_VS_DEXAMETHASONE_TREATED_THYMOCYTE_UP	C7_ immunologic signatures	185	0.75167334	0.9744483	0.9686525	GSE5463_CTRL_VS_DEXAMETHASONE_TREATED_THYMOCYTE_UP	187	0.73698694	0.95963675	1	1.48866028	0.0146864
GO_SPINAL_CORD_DEVELOPMENT	c5.BP_ GO biological process	94	0.7516214	0.9230769	0.96861464	GO_SPINAL_CORD_DEVELOPMENT	104	0.72772425	0.9412998	1	1.47934565	0.02389715
REACTOME_RECYCLING_PATHWAY_OF_L1	c2.CP_REACTOME_ Reactome gene sets	25	0.7514632	0.8311307	0.9686947	REACTOME_RECYCLING_PATHWAY_OF_L1	25	0.68303764	0.8913309	1	1.43450084	0.06842556
GSE22033_UNTREATED_VS_MRL24_TREATED_MEF_DN	C7_ immunologic signatures	171	0.7511353	0.97727275	0.9689577	GSE22033_UNTREATED_VS_MRL24_TREATED_MEF_DN	173	0.98373914	0.5388548	0.9430407	1.73487444	-0.23260384
YORDY_RECIPROCAL_REGULATION_BY_ETS1_AND_SP100_UP	c2.CGP_ chemical and genetic perturbations	15	0.750866	0.83753943	0.96915585	YORDY_RECIPROCAL_REGULATION_BY_ETS1_AND_SP100_UP	16	0.56813806	0.95652175	1	1.31900406	0.18272794
AIYAR_COBRA1_TARGETS_UP	c2.CGP_ chemical and genetic perturbations	36	0.7508573	0.8607407	0.96906954	AIYAR_COBRA1_TARGETS_UP	35	0.8409365	0.7345751	1	1.5917938	-0.0900792
GSE37301_LYMPHOID_PRIMED_MPP_VS_PRO_BCELL_UP	C7_ immunologic signatures	175	0.7507048	0.9687875	0.96913505	GSE37301_LYMPHOID_PRIMED_MPP_VS_PRO_BCELL_UP	179	0.96757066	0.5857868	0.96393573	1.71827546	-0.21686586
GSE17974_1H_VS_72H_UNTREATED_IN_VITRO_CD4_TCELL_UP	C7_ immunologic signatures	163	0.75045484	0.96167666	0.9693109	GSE17974_1H_VS_72H_UNTREATED_IN_VITRO_CD4_TCELL_UP	165	-0.8380692	0.93333334	0.87671477	-0.08761436	1.58852404
CHR12P12	C1: positional gene sets	38	0.7503646	0.8708752	0.9693119	CHR12P12	41	1.1534208	0.2434881	0.6627601	1.9037854	-0.4030562
GO_LONG_TERM_MEMORY	c5.BP_ GO biological process	27	0.75036186	0.85	0.96921885	GO_LONG_TERM_MEMORY	28	0.8296865	0.72296476	1	1.58004836	-0.07932464
GO_STEROID_BINDING	c5.GO molecular function	76	0.7502179	0.9023067	0.969268	GO_STEROID_BINDING	81	1.053624	0.39055794	0.8361504	1.8038419	-0.3034061
GSE17721_LPS_VS_POLYIC_1H_BMDC_UP	C7_ immunologic signatures	178	0.7501575	0.97044915	0.96923846	GSE17721_LPS_VS_POLYIC_1H_BMDC_UP	174	0.93282056	0.6511156	0.9972816	1.68297806	-0.18266306
GSE46606_IRF4HIGH_VS_IRF4MID_CD40L_IL2_IL5_DAY1_STIMULATED_BCELL_UP	C7_ immunologic signatures	183	0.74979097	0.96370023	0.9695281	GSE46606_IRF4HIGH_VS_IRF4MID_CD40L_IL2_IL5_DAY1_STIMULATED_BCELL_UP	186	0.63281053	0.99493927	1	1.3826015	0.11698044
GSE7460_FOXP3_MUT_VS_WT_ACT_TCONV_UP	C7_ immunologic signatures	180	0.74958193	0.97261906	0.96965283	GSE7460_FOXP3_MUT_VS_WT_ACT_TCONV_UP	181	1.0000132	0.5071283	0.9243593	1.74959513	-0.25043127
GO_HISTONE_H3_ACETYLATION	c5.BP_ GO biological process	40	0.74908197	0.8880707	0.97008574	GO_HISTONE_H3_ACETYLATION	41	0.4494649	0.99770904	1	1.19854687	0.29961707
GO_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	c5.BP_ GO biological process	87	0.74894685	0.92348284	0.9701343	GO_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	88	-1.0847759	0.21666667	0.5430373	-0.33582905	1.83372275
GSE27786_LSK_VS_CD8_TCELL_DN	C7_ immunologic signatures	169	0.7488798	0.96480584	0.9701088	GSE27786_LSK_VS_CD8_TCELL_DN	172	0.6763799	0.98378927	1	1.4252597	0.0724999
GO_EMBRYONIC_PLACENTA_MORPHOGENESIS	c5.BP_ GO biological process	20	0.7487456	0.8315133	0.9701503	GO_EMBRYONIC_PLACENTA_MORPHOGENESIS	21	1.0954366	0.3472222	0.7641659	1.8441822	-0.346691
MARCHINI_TRABECTEDIN_RESISTANCE_UP	c2.CGP_ chemical and genetic perturbations	17	0.74849105	0.82222223	0.97032493	MARCHINI_TRABECTEDIN_RESISTANCE_UP	17	0.8880785	0.6509804	1	1.63656955	-0.13958745
REACTOME_SHC1_EVENTS_IN_EGFR_SIGNALING	c2.CP_REACTOME_ Reactome gene sets	15	0.7479991	0.81054366	0.97073597	REACTOME_SHC1_EVENTS_IN_EGFR_SIGNALING	15	1.3490311	0.10857909	0.38323748	2.0970302	-0.601032
GSE17721_POLYIC_VS_CPG_1H_BMDC_DN	C7_ immunologic signatures	179	0.74766266	0.9659367	0.97099423	GSE17721_POLYIC_VS_CPG_1H_BMDC_DN	185	0.9748521	0.5747475	0.9558864	1.72251476	-0.22718944
GSE14769_20MIN_VS_360MIN_LPS_BMDM_DN	C7_ immunologic signatures	180	0.74765486	0.9775414	0.9709065	GSE14769_20MIN_VS_360MIN_LPS_BMDM_DN	185	0.6450838	0.99088144	1	1.39273866	0.10257106
GO_OSTEOCLAST_DIFFERENTIATION	c5.BP_ GO biological process	27	0.74765027	0.8562691	0.97081584	GO_OSTEOCLAST_DIFFERENTIATION	26	1.4474039	0.04767726	0.2936189	2.19505417	-0.69975363
LEE_LIVER_CANCER_MYC_E2F1_DN	c2.CGP_ chemical and genetic perturbations	55	0.7475466	0.90616244	0.9708303	LEE_LIVER_CANCER_MYC_E2F1_DN	55	0.80018365	0.79845816	1	1.54773025	-0.05263705
ACACTAC_MIR1423P	c3.MIR_ microRNA targets	118	0.7473177	0.9475032	0.97096914	ACACTAC_MIR1423P	122	-1.1969622	0	0.3854342	-0.4496445	1.9442799
EGR_Q6	c3.TFT_ transcription factor targets	244	0.7472263	0.9718785	0.97096604	EGR_Q6	250	0.74498886	0.96884423	1	1.49221516	0.00223744
PID_P38_ALPHA_BETA_DOWNSTREAM_PATHWAY	c2.CP_ Canonical pathways	37	0.746967	0.8846715	0.9711428	PID_P38_ALPHA_BETA_DOWNSTREAM_PATHWAY	38	1.0582676	0.39657143	0.827379	1.8052346	-0.3113006
GO_REGULATION_OF_RESPIRATORY_GASEOUS_EXCHANGE	c5.BP_ GO biological process	20	0.74661237	0.8323263	0.9714063	GO_REGULATION_OF_RESPIRATORY_GASEOUS_EXCHANGE	22	0.87983143	0.6520651	1	1.6264438	-0.13321906
GO_NECROPTOTIC_PROCESS	c5.BP_ GO biological process	19	0.74651	0.8274268	0.97142035	GO_NECROPTOTIC_PROCESS	19	1.1497816	0.2878981	0.67030984	1.8962916	-0.4032716
GSE13484_12H_UNSTIM_VS_YF17D_VACCINE_STIM_PBMC_UP	C7_ immunologic signatures	175	0.74644774	0.95813954	0.97138596	GSE13484_12H_UNSTIM_VS_YF17D_VACCINE_STIM_PBMC_UP	176	0.7485414	0.94159114	1	1.49498914	-0.00209366
GO_CELLULAR_PROTEIN_COMPLEX_ASSEMBLY	c5.BP_ GO biological process	299	0.74553156	0.99335545	0.9722177	GO_CELLULAR_PROTEIN_COMPLEX_ASSEMBLY	302	0.86846054	0.8458458	1	1.6139921	-0.12292898
GSE17721_CPG_VS_GARDIQUIMOD_8H_BMDC_UP	C7_ immunologic signatures	183	0.74508953	0.9669031	0.9725802	GSE17721_CPG_VS_GARDIQUIMOD_8H_BMDC_UP	181	0.91500735	0.7145749	1	1.66009688	-0.16991782
CHR8Q11	C1: positional gene sets	18	0.7450568	0.8248408	0.97251767	CHR8Q11	19	1.0599465	0.39821884	0.8245068	1.8050033	-0.3148897
GO_SH2_DOMAIN_BINDING	c5.GO molecular function	27	0.7448319	0.8595166	0.9726515	GO_SH2_DOMAIN_BINDING	27	1.1794096	0.25786924	0.6242574	1.9242415	-0.4345777
GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_1H_DN	C7_ immunologic signatures	136	0.7446938	0.96329117	0.9726989	GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_1H_DN	144	0.8860701	0.7571138	1	1.6307639	-0.1413763
JAZAG_TGFB1_SIGNALING_VIA_SMAD4_UP	c2.CGP_ chemical and genetic perturbations	92	0.744582	0.94598156	0.9727089	JAZAG_TGFB1_SIGNALING_VIA_SMAD4_UP	95	0.6457532	0.97899157	1	1.3903352	0.0988288
SPIELMAN_LYMPHOBLAST_EUROPEAN_VS_ASIAN_2FC_DN	c2.CGP_ chemical and genetic perturbations	16	0.7444851	0.8300971	0.97271353	SPIELMAN_LYMPHOBLAST_EUROPEAN_VS_ASIAN_2FC_DN	17	0.9840423	0.5019608	0.9426186	1.7285274	-0.2395572
GO_REGULATION_OF_VACUOLAR_TRANSPORT	c5.BP_ GO biological process	28	0.74448293	0.84917045	0.9726196	GO_REGULATION_OF_VACUOLAR_TRANSPORT	28	0.64550495	0.9209581	1	1.38998788	0.09897798
GO_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_IN_RESPONSE_TO_STRESS	c5.BP_ GO biological process	59	0.74431014	0.909465	0.9726978	GO_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_IN_RESPONSE_TO_STRESS	60	0.6515197	0.96043956	1	1.39582984	0.09279044
GSE3982_MAC_VS_TH2_DN	C7_ immunologic signatures	172	0.7442396	0.96856105	0.9726741	GSE3982_MAC_VS_TH2_DN	178	0.60240006	0.9989858	1	1.34663966	0.14183954
GSE17721_PAM3CSK4_VS_GADIQUIMOD_1H_BMDC_DN	C7_ immunologic signatures	178	0.7440476	0.9726516	0.9727662	GSE17721_PAM3CSK4_VS_GADIQUIMOD_1H_BMDC_DN	180	-0.9635476	0.46666667	0.7374993	-0.2195	1.7075952
CHR8Q13	C1: positional gene sets	28	0.7434829	0.875	0.9732277	CHR8Q13	31	1.0058508	0.48329356	0.9139085	1.7493337	-0.2623679
SCIBETTA_KDM5B_TARGETS_UP	c2.CGP_ chemical and genetic perturbations	17	0.7430491	0.8328076	0.97356194	SCIBETTA_KDM5B_TARGETS_UP	17	0.71771383	0.84514433	1	1.46076293	0.02533527
GENTILE_UV_RESPONSE_CLUSTER_D6	c2.CGP_ chemical and genetic perturbations	35	0.74303555	0.84870315	0.9734796	GENTILE_UV_RESPONSE_CLUSTER_D6	35	0.6018234	0.9680473	1	1.34485895	0.14121215
GO_REGULATION_OF_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY	c5.BP_ GO biological process	21	0.7428746	0.81388015	0.97354525	GO_REGULATION_OF_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY	20	0.6302437	0.94353825	1	1.3731183	0.1126309
GO_INOSITOL_PHOSPHATE_PHOSPHATASE_ACTIVITY	c5.GO molecular function	20	0.7426268	0.8317308	0.97369397	GO_INOSITOL_PHOSPHATE_PHOSPHATASE_ACTIVITY	20	0.8882905	0.6328321	1	1.6309173	-0.1456637
HEIDENBLAD_AMPLIFIED_IN_PANCREATIC_CANCER	c2.CGP_ chemical and genetic perturbations	30	0.742626	0.8646154	0.97359896	HEIDENBLAD_AMPLIFIED_IN_PANCREATIC_CANCER	30	-0.76854306	0.92896175	0.92875856	-0.02591706	1.51116906
GSE339_CD8POS_VS_CD4CD8DN_DC_IN_CULTURE_DN	C7_ immunologic signatures	176	0.74260116	0.97199535	0.9735285	GSE339_CD8POS_VS_CD4CD8DN_DC_IN_CULTURE_DN	179	0.8522734	0.81945837	1	1.59487456	-0.10967224
GSE19888_CTRL_VS_T_CELL_MEMBRANES_ACT_MAST_CELL_UP	C7_ immunologic signatures	185	0.7424547	0.9752066	0.9735703	GSE19888_CTRL_VS_T_CELL_MEMBRANES_ACT_MAST_CELL_UP	185	-1.1449192	0	0.4502536	-0.4024645	1.8873739
CHEOK_RESPONSE_TO_HD_MTX_UP	c2.CGP_ chemical and genetic perturbations	15	0.7424148	0.79931974	0.97351354	CHEOK_RESPONSE_TO_HD_MTX_UP	17	0.87772447	0.6526316	1	1.62013927	-0.13530967
GO_MITOCHONDRION_MORPHOGENESIS	c5.BP_ GO biological process	19	0.7416185	0.84663534	0.9741959	GO_MITOCHONDRION_MORPHOGENESIS	19	-0.6791753	0.91121495	0.96871364	0.0624432	1.4207938
GO_PHOSPHATIDYLCHOLINE_METABOLIC_PROCESS	c5.BP_ GO biological process	55	0.74159276	0.8888889	0.97412807	GO_PHOSPHATIDYLCHOLINE_METABOLIC_PROCESS	60	1.1137403	0.31712708	0.7319865	1.85533306	-0.37214754
CHR11Q14	C1: positional gene sets	32	0.741444	0.8569343	0.9741754	CHR11Q14	35	-0.8387011	0.76	0.87699586	-0.0972571	1.5801451
MODULE_239	c4.CM_ cancer modules	111	0.7412233	0.94900495	0.97429407	MODULE_239	111	-1.3582603	0.057142857	0.23584539	-0.617037	2.0994836
FAELT_B_CLL_WITH_VH_REARRANGEMENTS_DN	c2.CGP_ chemical and genetic perturbations	44	0.74087924	0.8741059	0.97453445	FAELT_B_CLL_WITH_VH_REARRANGEMENTS_DN	45	-0.8039506	0.852459	0.90197855	-0.06307136	1.54482984
GCM_MYST2	c4.CGN_ cancer gene neighborhoods	158	0.7406406	0.9654321	0.97467	GCM_MYST2	158	-0.98532504	0.45454547	0.7070038	-0.24468444	1.72596564
GSE27786_NKCELL_VS_MONO_MAC_UP	C7_ immunologic signatures	174	0.7397713	0.9720874	0.9754097	GSE27786_NKCELL_VS_MONO_MAC_UP	173	-0.95204973	0.6666667	0.7540006	-0.21227843	1.69182103
GCM_DLG1	c4.CGN_ cancer gene neighborhoods	67	0.739364	0.9104895	0.9756952	GCM_DLG1	67	0.70096815	0.9191257	1	1.44033215	0.03839585
GO_LYSOSOMAL_TRANSPORT	c5.BP_ GO biological process	61	0.73867697	0.9149233	0.976247	GO_LYSOSOMAL_TRANSPORT	62	0.9234398	0.6198257	1	1.66211677	-0.18476283
GO_LABYRINTHINE_LAYER_DEVELOPMENT	c5.BP_ GO biological process	39	0.7386432	0.87683284	0.976182	GO_LABYRINTHINE_LAYER_DEVELOPMENT	43	0.8111747	0.7625	1	1.5498179	-0.0725315
REACTOME_GLOBAL_GENOMIC_NER_GG_NER	c2.CP_REACTOME_ Reactome gene sets	30	0.7386317	0.86153847	0.97609556	REACTOME_GLOBAL_GENOMIC_NER_GG_NER	30	-1.0912732	0.2857143	0.53151906	-0.3526415	1.8299049
MORI_PLASMA_CELL_DN	c2.CGP_ chemical and genetic perturbations	27	0.7385441	0.83994126	0.9760826	MORI_PLASMA_CELL_DN	28	0.7546602	0.83413464	1	1.4932043	-0.0161161
GO_NEGATIVE_REGULATION_OF_MUSCLE_CELL_APOPTOTIC_PROCESS	c5.BP_ GO biological process	28	0.7384956	0.8530735	0.97603184	GO_NEGATIVE_REGULATION_OF_MUSCLE_CELL_APOPTOTIC_PROCESS	29	0.8587637	0.70740306	1	1.5972593	-0.1202681
GO_ORGANIC_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	c5.GO molecular function	124	0.73830414	0.957638	0.97611755	GO_ORGANIC_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	134	1.2427555	0.08213552	0.522712	1.98105964	-0.50445136
GO_FEMALE_GENITALIA_DEVELOPMENT	c5.BP_ GO biological process	16	0.73814005	0.84006464	0.97617096	GO_FEMALE_GENITALIA_DEVELOPMENT	16	1.1100951	0.35449734	0.73774064	1.84823515	-0.37195505
GO_POSITIVE_REGULATION_OF_SEQUENCE_SPECIFIC_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY	c5.BP_ GO biological process	205	0.7380865	0.974537	0.97612804	GO_POSITIVE_REGULATION_OF_SEQUENCE_SPECIFIC_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY	212	1.1991153	0.088709675	0.5935547	1.9372018	-0.4610288
GSE27786_LIN_NEG_VS_NEUTROPHIL_DN	C7_ immunologic signatures	177	0.7380709	0.9799528	0.9760469	GSE27786_LIN_NEG_VS_NEUTROPHIL_DN	179	0.7712127	0.9328586	1	1.5092836	-0.0331418
CHEN_ETV5_TARGETS_SERTOLI	c2.CGP_ chemical and genetic perturbations	17	0.7376514	0.8409836	0.97634876	CHEN_ETV5_TARGETS_SERTOLI	16	1.205187	0.22351421	0.58240515	1.9428384	-0.4675356
GSE9601_UNTREATED_VS_PI3K_INHIBITOR_TREATED_HCMV_INF_MONOCYTE_DN	C7_ immunologic signatures	135	0.73754364	0.9572864	0.97635394	GSE9601_UNTREATED_VS_PI3K_INHIBITOR_TREATED_HCMV_INF_MONOCYTE_DN	134	0.7835759	0.90408164	1	1.52111954	-0.04603226
GO_HYDROLASE_ACTIVITY_HYDROLYZING_N_GLYCOSYL_COMPOUNDS	c5.GO molecular function	22	0.7375297	0.8359375	0.97627205	GO_HYDROLASE_ACTIVITY_HYDROLYZING_N_GLYCOSYL_COMPOUNDS	22	-1.0060682	0.44392523	0.6761771	-0.2685385	1.7435979
GSE11818_WT_VS_DICER_KO_TREG_DN	C7_ immunologic signatures	134	0.73742056	0.95477384	0.97627664	GSE11818_WT_VS_DICER_KO_TREG_DN	139	0.77132654	0.9238683	1	1.5087471	-0.03390598
GSE15659_CD45RA_NEG_CD4_TCELL_VS_NONSUPPRESSIVE_TCELL_DN	C7_ immunologic signatures	172	0.7374038	0.96449023	0.97619534	GSE15659_CD45RA_NEG_CD4_TCELL_VS_NONSUPPRESSIVE_TCELL_DN	172	0.99323916	0.51117885	0.9313495	1.73064296	-0.25583536
GSE27786_CD8_TCELL_VS_NKTCELL_DN	C7_ immunologic signatures	183	0.73735195	0.97290933	0.97614497	GSE27786_CD8_TCELL_VS_NKTCELL_DN	186	1.2108811	0.0881459	0.57591695	1.94823305	-0.47352915
RRCCGTTA_UNKNOWN	c3.TFT_ transcription factor targets	79	0.73725414	0.9286694	0.97613883	RRCCGTTA_UNKNOWN	80	-1.4571307	0	0.1685395	-0.71987656	2.19438484
GO_MEMBRANE_LIPID_CATABOLIC_PROCESS	c5.BP_ GO biological process	22	0.73723775	0.86129034	0.9760572	GO_MEMBRANE_LIPID_CATABOLIC_PROCESS	23	0.82625824	0.73651195	1	1.56349599	-0.08902049
GSE37301_HEMATOPOIETIC_STEM_CELL_VS_CD4_TCELL_DN	C7_ immunologic signatures	106	0.7370916	0.95171535	0.9760917	GSE37301_HEMATOPOIETIC_STEM_CELL_VS_CD4_TCELL_DN	115	1.1971669	0.13584118	0.5969964	1.9342585	-0.4600753
GSE22589_HEALTHY_VS_HIV_AND_SIV_INFECTED_DC_DN	C7_ immunologic signatures	176	0.7368051	0.97940505	0.97626126	GSE22589_HEALTHY_VS_HIV_AND_SIV_INFECTED_DC_DN	176	0.63144857	0.9919028	1	1.36825367	0.10535653
BOYAULT_LIVER_CANCER_SUBCLASS_G123_UP	c2.CGP_ chemical and genetic perturbations	41	0.7367801	0.87847733	0.9761896	BOYAULT_LIVER_CANCER_SUBCLASS_G123_UP	41	-0.95201993	0.5588235	0.75335246	-0.21523983	1.68880003
ZEMBUTSU_SENSITIVITY_TO_CYCLOPHOSPHAMIDE	c2.CGP_ chemical and genetic perturbations	15	0.73646533	0.83495146	0.97636884	ZEMBUTSU_SENSITIVITY_TO_CYCLOPHOSPHAMIDE	16	0.94296455	0.5732648	0.988624	1.67942988	-0.20649922
GO_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTRACELLULAR_STIMULUS	c5.BP_ GO biological process	46	0.73639387	0.89244187	0.9763385	GO_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTRACELLULAR_STIMULUS	48	0.8815091	0.6769406	1	1.61790297	-0.14511523
GSE8621_UNSTIM_VS_LPS_PRIMED_UNSTIM_MACROPHAGE_UP	C7_ immunologic signatures	174	0.73635316	0.9713604	0.9762777	GSE8621_UNSTIM_VS_LPS_PRIMED_UNSTIM_MACROPHAGE_UP	176	1.1832664	0.112804875	0.61740315	1.91961956	-0.44691324
HALLMARK_BILE_ACID_METABOLISM	H_ hallmark gene sets	101	0.7359871	0.9666239	0.97651285	HALLMARK_BILE_ACID_METABOLISM	103	0.9765874	0.553125	0.953467	1.7125745	-0.2406003
GSE19888_NO_PRETREAT_VS_ADENOSINE_A3R_INHIBITOR_PRETREATED_MAST_CELL_TCELL_MEMBRANES_ACT_DN	C7_ immunologic signatures	181	0.7359461	0.9669811	0.9764514	GSE19888_NO_PRETREAT_VS_ADENOSINE_A3R_INHIBITOR_PRETREATED_MAST_CELL_TCELL_MEMBRANES_ACT_DN	182	0.7645204	0.93756294	1	1.5004665	-0.0285743
GSE32255_WT_VS_JMJD2D_KNOCKDOWN_4H_LPS_STIM_DC_DN	C7_ immunologic signatures	130	0.73584616	0.9641975	0.97644615	GSE32255_WT_VS_JMJD2D_KNOCKDOWN_4H_LPS_STIM_DC_DN	129	0.62059295	0.9937759	1	1.35643911	0.11525321
GO_NEGATIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY	c5.BP_ GO biological process	174	0.735809	0.98224854	0.97638315	GO_NEGATIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY	176	0.90320224	0.72959185	1	1.63901124	-0.16739324
GO_INTERMEDIATE_FILAMENT_CYTOSKELETON	c5.CC_ GO cellular component	112	0.7357947	0.94494236	0.97630024	GO_INTERMEDIATE_FILAMENT_CYTOSKELETON	126	1.0561259	0.36485097	0.83122677	1.7919206	-0.3203312
GNF2_ANP32B	c4.CGN_ cancer gene neighborhoods	34	0.7357186	0.88335705	0.97627157	GNF2_ANP32B	34	-2.3504038	0	0.000111137	-1.6146852	3.0861224
GO_NUCLEUS_ORGANIZATION	c5.BP_ GO biological process	117	0.7356533	0.95535713	0.97623485	GO_NUCLEUS_ORGANIZATION	123	0.7230509	0.9346473	1	1.4587042	0.0126024
GSE21927_SPLEEN_VS_TUMOR_MONOCYTE_C57BL6_DN	C7_ immunologic signatures	147	0.73560655	0.9676617	0.9761843	GSE21927_SPLEEN_VS_TUMOR_MONOCYTE_C57BL6_DN	149	1.0683312	0.33981577	0.8086325	1.80393775	-0.33272465
GO_REGULATION_OF_NIK_NF_KAPPAB_SIGNALING	c5.BP_ GO biological process	38	0.7353348	0.9077599	0.97634137	GO_REGULATION_OF_NIK_NF_KAPPAB_SIGNALING	38	0.66878444	0.9351415	1	1.40411924	0.06655036
GO_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE	c5.BP_ GO biological process	29	0.7349329	0.86873156	0.97660697	GO_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE	29	0.76056796	0.83312577	1	1.49550086	-0.02563506
